CustomerID,OrderTimestamp,AOV,CustomerRating,Feedback,,,,,Rates of bad to Total Reviews
CUST_0189,2/3/2025 20:22,382.18,1,Poor packaging.,,,,,0.785
CUST_0467,2/1/2025 18:44,395.13,1,Delivery was very late.,,,,,
CUST_0131,3/19/2025 22:14,418.74,1,App glitches caused trouble.,,,,,
CUST_0188,7/20/2025 21:20,527.28,1,Wrong items delivered.,,,,,
CUST_0320,2/14/2025 22:13,197.37,1,App glitches caused trouble.,,,,,
CUST_0265,5/22/2025 21:33,389.97,1,Delivery was very late.,,,,,
CUST_0428,4/11/2025 22:47,436.83,1,Poor packaging.,,,,,
CUST_0035,6/17/2025 22:02,582.1,1,App glitches caused trouble.,,,,,
CUST_0390,6/16/2025 18:44,486.72,1,Wrong items delivered.,,,,,
CUST_0106,7/4/2025 21:03,668.77,1,Very bad experience.,,,,,
CUST_0280,2/14/2025 18:37,267.8,1,Very bad experience.,,,,,
CUST_0065,7/5/2025 22:32,342.57,1,Delivery was very late.,,,,,
CUST_0048,3/27/2025 18:39,151.19,1,Delivery was very late.,,,,,
CUST_0214,5/19/2025 18:53,422.18,1,Wrong items delivered.,,,,,
CUST_0283,4/19/2025 18:46,191.07,1,Delivery was very late.,,,,,
CUST_0461,4/28/2025 22:27,552.48,1,Delivery was very late.,,,,,
CUST_0231,6/22/2025 22:47,388.19,1,App glitches caused trouble.,,,,,
CUST_0143,7/11/2025 22:20,416.6,1,Customer support unhelpful.,,,,,
CUST_0128,5/17/2025 21:20,313.69,1,Very bad experience.,,,,,
CUST_0377,3/23/2025 20:35,255.25,1,Delivery was very late.,,,,,
CUST_0359,6/28/2025 18:34,523.32,1,Poor packaging.,,,,,
CUST_0463,3/29/2025 22:48,420.71,1,Wrong items delivered.,,,,,
CUST_0113,5/4/2025 21:24,407.48,1,Poor packaging.,,,,,
CUST_0385,4/3/2025 20:43,478.56,1,Delivery was very late.,,,,,
CUST_0255,5/4/2025 21:52,301.72,1,Very bad experience.,,,,,
CUST_0098,3/19/2025 22:48,373.9,1,Poor packaging.,,,,,
CUST_0451,3/17/2025 18:57,407.24,1,App glitches caused trouble.,,,,,
CUST_0424,4/30/2025 20:41,670.81,1,App glitches caused trouble.,,,,,
CUST_0338,3/17/2025 18:30,319.33,1,App glitches caused trouble.,,,,,
CUST_0140,7/10/2025 18:10,410.36,1,App glitches caused trouble.,,,,,
CUST_0453,3/30/2025 22:25,234.27,1,App glitches caused trouble.,,,,,
CUST_0153,4/13/2025 20:17,342.27,1,Delivery was very late.,,,,,
CUST_0208,3/26/2025 21:27,430.46,1,Very bad experience.,,,,,
CUST_0264,3/7/2025 21:14,174.35,1,Customer support unhelpful.,,,,,
CUST_0226,2/24/2025 19:36,50,1,Wrong items delivered.,,,,,
CUST_0471,2/20/2025 20:49,326.29,1,Wrong items delivered.,,,,,
CUST_0323,3/27/2025 22:25,448.59,1,Delivery was very late.,,,,,
CUST_0490,4/14/2025 20:12,604.68,1,App glitches caused trouble.,,,,,
CUST_0417,2/23/2025 18:44,452.28,1,Poor packaging.,,,,,
CUST_0036,2/21/2025 22:42,279.16,1,Very bad experience.,,,,,
CUST_0142,5/28/2025 19:45,234.1,1,Wrong items delivered.,,,,,
CUST_0060,2/7/2025 20:17,439.63,1,Wrong items delivered.,,,,,
CUST_0370,3/2/2025 19:07,579.88,1,Delivery was very late.,,,,,
CUST_0089,6/23/2025 20:34,306.34,1,Wrong items delivered.,,,,,
CUST_0487,6/5/2025 19:02,361.09,1,Poor packaging.,,,,,
CUST_0451,4/19/2025 19:17,577.32,1,App glitches caused trouble.,,,,,
CUST_0144,4/1/2025 22:18,474.35,1,Poor packaging.,,,,,
CUST_0435,3/3/2025 18:04,449.29,1,Wrong items delivered.,,,,,
CUST_0094,6/4/2025 19:28,294.23,1,Poor packaging.,,,,,
CUST_0432,4/20/2025 20:09,252.91,1,Customer support unhelpful.,,,,,
CUST_0254,6/19/2025 20:51,464.37,1,Customer support unhelpful.,,,,,
CUST_0493,5/20/2025 18:23,533.05,1,Customer support unhelpful.,,,,,
CUST_0336,6/19/2025 19:14,503.67,1,Customer support unhelpful.,,,,,
CUST_0247,6/15/2025 18:27,512.49,1,Delivery was very late.,,,,,
CUST_0330,6/2/2025 22:38,468.63,1,Wrong items delivered.,,,,,
CUST_0253,2/2/2025 20:14,331.44,1,Customer support unhelpful.,,,,,
CUST_0314,5/1/2025 21:11,572.25,1,Delivery was very late.,,,,,
CUST_0099,7/9/2025 18:48,304.82,1,Wrong items delivered.,,,,,
CUST_0096,5/5/2025 22:48,446.75,1,Very bad experience.,,,,,
CUST_0152,6/26/2025 19:48,252.57,1,Customer support unhelpful.,,,,,
CUST_0187,3/29/2025 19:23,557,1,Delivery was very late.,,,,,
CUST_0099,6/27/2025 18:24,471.04,1,Wrong items delivered.,,,,,
CUST_0133,6/15/2025 20:19,384.62,1,Wrong items delivered.,,,,,
CUST_0168,3/14/2025 19:05,397.78,1,Delivery was very late.,,,,,
CUST_0122,6/9/2025 22:07,347.49,1,Wrong items delivered.,,,,,
CUST_0145,2/25/2025 19:33,378.5,1,Very bad experience.,,,,,
CUST_0217,2/9/2025 19:37,628.71,1,Wrong items delivered.,,,,,
CUST_0445,7/11/2025 20:34,349.68,1,Very bad experience.,,,,,
CUST_0220,6/23/2025 20:34,503.96,1,Poor packaging.,,,,,
CUST_0126,3/29/2025 20:52,592.92,1,Wrong items delivered.,,,,,
CUST_0361,5/11/2025 20:07,596.42,1,Delivery was very late.,,,,,
CUST_0001,4/19/2025 19:48,361.02,1,App glitches caused trouble.,,,,,
CUST_0369,2/28/2025 19:44,318.58,1,Delivery was very late.,,,,,
CUST_0312,6/4/2025 22:56,547.84,1,Wrong items delivered.,,,,,
CUST_0058,5/31/2025 19:24,470.26,1,Poor packaging.,,,,,
CUST_0402,2/21/2025 18:37,426.17,1,Delivery was very late.,,,,,
CUST_0047,2/20/2025 18:03,402.51,1,App glitches caused trouble.,,,,,
CUST_0415,7/12/2025 22:40,94.78,1,Poor packaging.,,,,,
CUST_0145,6/2/2025 18:14,463.35,1,Very bad experience.,,,,,
CUST_0220,3/23/2025 21:08,307.91,1,Wrong items delivered.,,,,,
CUST_0371,5/12/2025 20:48,563.82,1,Very bad experience.,,,,,
CUST_0450,4/14/2025 20:37,443.17,1,Delivery was very late.,,,,,
CUST_0365,3/29/2025 21:35,253.83,1,Wrong items delivered.,,,,,
CUST_0103,2/26/2025 21:58,287.42,2,Very bad experience.,,,,,
CUST_0100,3/22/2025 11:00,85.15,2,Average service.,,,,,
CUST_0309,4/16/2025 18:38,306.65,2,App glitches caused trouble.,,,,,
CUST_0386,4/20/2025 22:41,341.11,2,Customer support unhelpful.,,,,,
CUST_0170,3/23/2025 18:20,321.51,2,Customer support unhelpful.,,,,,
CUST_0346,5/22/2025 7:39,169.06,2,Nothing special.,,,,,
CUST_0340,2/6/2025 19:25,649.88,2,Very bad experience.,,,,,
CUST_0431,5/6/2025 23:54,194.51,2,Delivery was okay.,,,,,
CUST_0360,6/14/2025 21:48,304.67,2,Poor packaging.,,,,,
CUST_0260,2/19/2025 19:32,455.21,2,App glitches caused trouble.,,,,,
CUST_0456,4/19/2025 20:55,515.42,2,Very bad experience.,,,,,
CUST_0157,3/5/2025 19:29,222.72,2,App glitches caused trouble.,,,,,
CUST_0063,7/5/2025 18:50,212.21,2,Customer support unhelpful.,,,,,
CUST_0407,6/23/2025 20:46,348.51,2,Very bad experience.,,,,,
CUST_0216,7/30/2025 20:25,273.64,2,App glitches caused trouble.,,,,,
CUST_0172,6/10/2025 6:17,174.45,2,Delivery was okay.,,,,,
CUST_0462,6/28/2025 21:21,326.97,2,Poor packaging.,,,,,
CUST_0207,7/16/2025 18:03,283.6,2,Wrong items delivered.,,,,,
CUST_0231,4/13/2025 21:56,594.59,2,App glitches caused trouble.,,,,,
CUST_0241,4/8/2025 18:32,325.4,2,Poor packaging.,,,,,
CUST_0407,7/15/2025 21:20,490.7,2,Wrong items delivered.,,,,,
CUST_0044,6/26/2025 20:41,386.91,2,Poor packaging.,,,,,
CUST_0497,6/25/2025 22:25,479.5,2,Customer support unhelpful.,,,,,
CUST_0052,4/20/2025 20:06,499.95,2,Delivery was very late.,,,,,
CUST_0268,6/17/2025 18:47,430.21,2,Poor packaging.,,,,,
CUST_0386,4/23/2025 19:38,503.77,2,Poor packaging.,,,,,
CUST_0343,2/13/2025 12:17,197.31,2,Delivery was okay.,,,,,
CUST_0263,3/9/2025 21:03,511.15,2,Wrong items delivered.,,,,,
CUST_0233,2/15/2025 22:28,291.6,2,Poor packaging.,,,,,
CUST_0304,4/25/2025 21:10,489.35,2,Poor packaging.,,,,,
CUST_0404,5/3/2025 20:46,50,2,Poor packaging.,,,,,
CUST_0152,5/12/2025 19:05,549.74,2,Wrong items delivered.,,,,,
CUST_0112,4/4/2025 21:53,497.43,2,Poor packaging.,,,,,
CUST_0304,5/17/2025 22:43,676.05,2,Customer support unhelpful.,,,,,
CUST_0460,6/14/2025 21:25,453.83,2,App glitches caused trouble.,,,,,
CUST_0470,2/12/2025 22:11,349.87,2,Delivery was very late.,,,,,
CUST_0158,5/30/2025 20:54,286.95,2,App glitches caused trouble.,,,,,
CUST_0038,3/4/2025 18:43,454.48,2,Delivery was very late.,,,,,
CUST_0027,3/21/2025 20:30,554.97,2,Delivery was very late.,,,,,
CUST_0037,6/13/2025 19:07,238.54,2,Customer support unhelpful.,,,,,
CUST_0176,6/23/2025 20:18,324.65,2,Customer support unhelpful.,,,,,
CUST_0494,6/21/2025 21:18,339.59,2,Very bad experience.,,,,,
CUST_0190,6/30/2025 21:20,431.66,2,Delivery was very late.,,,,,
CUST_0092,2/23/2025 18:39,291.79,2,Poor packaging.,,,,,
CUST_0346,4/6/2025 20:19,405.1,2,Very bad experience.,,,,,
CUST_0447,6/21/2025 20:33,116.32,2,Customer support unhelpful.,,,,,
CUST_0278,2/25/2025 14:03,121.4,2,Average service.,,,,,
CUST_0076,4/1/2025 5:31,68.67,2,Nothing special.,,,,,
CUST_0285,4/24/2025 8:34,179.38,2,Average service.,,,,,
CUST_0325,5/31/2025 8:40,164.99,2,Neutral experience.,,,,,
CUST_0016,6/28/2025 20:39,560.12,2,Wrong items delivered.,,,,,
CUST_0380,2/10/2025 20:35,431.95,2,Customer support unhelpful.,,,,,
CUST_0033,6/20/2025 7:01,182.95,2,Neutral experience.,,,,,
CUST_0044,2/18/2025 20:12,418.55,2,Wrong items delivered.,,,,,
CUST_0095,4/27/2025 21:42,435.12,2,Wrong items delivered.,,,,,
CUST_0196,7/14/2025 21:41,330.51,2,Poor packaging.,,,,,
CUST_0114,2/14/2025 1:52,134.88,2,Neutral experience.,,,,,
CUST_0493,6/1/2025 19:10,140.14,2,Poor packaging.,,,,,
CUST_0075,6/24/2025 18:30,436.56,2,Poor packaging.,,,,,
CUST_0457,2/17/2025 22:06,224.06,2,Poor packaging.,,,,,
CUST_0192,4/21/2025 22:51,357.05,2,App glitches caused trouble.,,,,,
CUST_0487,7/26/2025 12:35,188.73,2,Neutral experience.,,,,,
CUST_0369,3/21/2025 20:09,555.69,2,App glitches caused trouble.,,,,,
CUST_0019,3/8/2025 20:29,488.72,2,Customer support unhelpful.,,,,,
CUST_0100,7/8/2025 21:27,350.72,2,Delivery was very late.,,,,,
CUST_0445,2/14/2025 23:09,196,2,Product quality acceptable.,,,,,
CUST_0265,5/18/2025 19:17,453.46,2,Customer support unhelpful.,,,,,
CUST_0455,5/18/2025 20:03,533.34,2,Poor packaging.,,,,,
CUST_0144,7/15/2025 20:17,313.23,2,Customer support unhelpful.,,,,,
CUST_0379,4/12/2025 21:54,398.42,2,Customer support unhelpful.,,,,,
CUST_0215,5/27/2025 21:14,201.72,2,App glitches caused trouble.,,,,,
CUST_0235,4/20/2025 21:51,423.23,2,App glitches caused trouble.,,,,,
CUST_0007,4/26/2025 7:54,97.94,2,Nothing special.,,,,,
CUST_0029,5/21/2025 21:18,478.29,2,Wrong items delivered.,,,,,
CUST_0136,5/30/2025 20:20,442.6,2,Wrong items delivered.,,,,,
CUST_0058,3/18/2025 19:13,469.86,2,Poor packaging.,,,,,
CUST_0423,3/7/2025 18:29,279.3,2,Delivery was very late.,,,,,
CUST_0417,2/19/2025 14:51,95.51,2,Nothing special.,,,,,
CUST_0020,5/16/2025 18:25,335.2,2,Delivery was very late.,,,,,
CUST_0441,3/24/2025 21:39,268.96,2,Poor packaging.,,,,,
CUST_0330,6/21/2025 5:48,84.79,2,Delivery was okay.,,,,,
CUST_0373,2/21/2025 18:58,515.43,2,Very bad experience.,,,,,
CUST_0242,3/13/2025 22:39,642.83,2,Very bad experience.,,,,,
CUST_0341,5/27/2025 23:11,154.37,2,Nothing special.,,,,,
CUST_0349,7/11/2025 1:40,266.23,3,Excellent service!,,,,,
CUST_0021,3/25/2025 4:09,488.37,3,Very fast delivery.,,,,,
CUST_0414,7/29/2025 1:51,414.8,3,Delivery was okay.,,,,,
CUST_0444,3/1/2025 3:09,343.91,3,Loved the discounts.,,,,,
CUST_0253,7/1/2025 22:15,338.95,3,Wrong items delivered.,,,,,
CUST_0464,4/11/2025 0:04,527.84,3,Great experience overall.,,,,,
CUST_0446,3/17/2025 8:25,365.55,3,Excellent service!,,,,,
CUST_0175,3/19/2025 21:46,410.17,3,Very bad experience.,,,,,
CUST_0244,3/19/2025 23:21,277.65,3,Very fast delivery.,,,,,
CUST_0167,5/30/2025 4:27,352.62,3,Very fast delivery.,,,,,
CUST_0274,3/11/2025 16:38,337.17,3,Excellent service!,,,,,
CUST_0388,4/27/2025 11:24,395.52,3,Neutral experience.,,,,,
CUST_0242,6/26/2025 14:35,596.98,3,User friendly app.,,,,,
CUST_0455,6/30/2025 20:05,464.37,3,Wrong items delivered.,,,,,
CUST_0264,2/4/2025 10:29,136.05,3,Product quality acceptable.,,,,,
CUST_0477,3/19/2025 0:25,458.79,3,Neutral experience.,,,,,
CUST_0202,6/18/2025 11:01,227.25,3,Delivery was okay.,,,,,
CUST_0484,4/25/2025 0:36,417.43,3,Very fast delivery.,,,,,
CUST_0351,6/23/2025 23:37,437.57,3,Nothing special.,,,,,
CUST_0252,4/5/2025 21:59,494.15,3,Very bad experience.,,,,,
CUST_0208,7/15/2025 4:18,495.15,3,Good quality products.,,,,,
CUST_0237,6/3/2025 13:25,383.63,3,User friendly app.,,,,,
CUST_0367,3/14/2025 17:39,453.69,3,Product quality acceptable.,,,,,
CUST_0410,5/8/2025 22:14,476.36,3,App glitches caused trouble.,,,,,
CUST_0009,5/29/2025 5:12,383.59,3,Neutral experience.,,,,,
CUST_0492,2/15/2025 7:04,554.71,3,Delivery was okay.,,,,,
CUST_0136,7/7/2025 14:03,451.04,3,Nothing special.,,,,,
CUST_0392,3/10/2025 5:07,279.14,3,Product quality acceptable.,,,,,
CUST_0379,5/22/2025 7:59,265.23,3,Neutral experience.,,,,,
CUST_0231,6/13/2025 23:36,512.31,3,Product quality acceptable.,,,,,
CUST_0041,4/13/2025 9:48,295.57,3,Loved the discounts.,,,,,
CUST_0135,3/23/2025 13:39,467.24,3,Great experience overall.,,,,,
CUST_0201,3/13/2025 21:10,326.12,3,Delivery was very late.,,,,,
CUST_0268,5/12/2025 20:25,591.53,3,Customer support unhelpful.,,,,,
CUST_0033,3/29/2025 0:53,508.19,3,Average service.,,,,,
CUST_0005,6/21/2025 22:50,321.01,3,Delivery was very late.,,,,,
CUST_0380,5/21/2025 1:59,392.61,3,Nothing special.,,,,,
CUST_0352,3/29/2025 22:02,240.87,3,Delivery was very late.,,,,,
CUST_0013,6/28/2025 10:41,520.25,3,Loved the discounts.,,,,,
CUST_0284,4/27/2025 11:23,435.01,3,Product quality acceptable.,,,,,
CUST_0441,2/9/2025 7:01,543.44,3,Very fast delivery.,,,,,
CUST_0284,2/22/2025 10:45,453.23,3,Excellent service!,,,,,
CUST_0446,7/3/2025 5:57,587.82,3,Excellent service!,,,,,
CUST_0331,4/17/2025 22:52,296.1,3,Delivery was very late.,,,,,
CUST_0348,2/27/2025 5:26,308.42,3,Neutral experience.,,,,,
CUST_0283,5/26/2025 20:10,246.37,3,App glitches caused trouble.,,,,,
CUST_0165,3/14/2025 6:34,287.88,3,Delivery was okay.,,,,,
CUST_0096,5/29/2025 15:05,422.54,3,Excellent service!,,,,,
CUST_0472,2/25/2025 17:24,208.75,3,Neutral experience.,,,,,
CUST_0442,4/27/2025 6:13,296.05,3,Great experience overall.,,,,,
CUST_0113,3/17/2025 1:02,276.19,3,Delivery was okay.,,,,,
CUST_0440,3/9/2025 10:39,549.18,3,Good quality products.,,,,,
CUST_0187,5/31/2025 16:03,315.35,3,Average service.,,,,,
CUST_0224,3/11/2025 13:51,316.13,3,Product quality acceptable.,,,,,
CUST_0126,6/1/2025 9:29,433.81,3,Good quality products.,,,,,
CUST_0439,7/21/2025 5:38,401.22,3,Delivery was okay.,,,,,
CUST_0203,4/4/2025 13:23,422.19,3,Loved the discounts.,,,,,
CUST_0294,5/21/2025 9:42,89.13,3,Neutral experience.,,,,,
CUST_0280,3/29/2025 8:48,394.12,3,Neutral experience.,,,,,
CUST_0325,2/3/2025 23:05,403.72,3,Average service.,,,,,
CUST_0240,4/3/2025 16:23,299.6,3,Nothing special.,,,,,
CUST_0144,2/3/2025 2:37,589.99,3,Product quality acceptable.,,,,,
CUST_0097,2/13/2025 23:46,526,3,Excellent service!,,,,,
CUST_0201,4/30/2025 8:03,361.87,3,Great experience overall.,,,,,
CUST_0417,2/13/2025 10:44,224.39,3,User friendly app.,,,,,
CUST_0267,7/8/2025 6:30,179.16,3,Neutral experience.,,,,,
CUST_0434,5/24/2025 8:16,269.75,3,Loved the discounts.,,,,,
CUST_0151,5/15/2025 1:59,485.01,3,User friendly app.,,,,,
CUST_0478,4/11/2025 18:29,336.75,3,Very bad experience.,,,,,
CUST_0298,4/15/2025 8:31,167.99,3,Product quality acceptable.,,,,,
CUST_0252,6/28/2025 3:49,343.17,3,Delivery was okay.,,,,,
CUST_0144,4/9/2025 16:11,373.85,3,Good quality products.,,,,,
CUST_0060,5/31/2025 17:49,335.83,3,Loved the discounts.,,,,,
CUST_0369,2/14/2025 14:28,229.75,3,Average service.,,,,,
CUST_0385,6/5/2025 11:06,296.8,3,Very fast delivery.,,,,,
CUST_0120,2/1/2025 5:14,479.94,3,Good quality products.,,,,,
CUST_0116,2/18/2025 14:43,322.02,3,Loved the discounts.,,,,,
CUST_0075,2/27/2025 7:59,416.08,3,Nothing special.,,,,,
CUST_0340,3/18/2025 14:24,373.59,3,Loved the discounts.,,,,,
CUST_0402,5/6/2025 5:31,428.36,3,Good quality products.,,,,,
CUST_0366,3/5/2025 5:40,488.11,3,Loved the discounts.,,,,,
CUST_0338,6/16/2025 10:21,326.01,3,Nothing special.,,,,,
CUST_0445,6/28/2025 0:09,588.27,3,Neutral experience.,,,,,
CUST_0484,5/8/2025 1:32,275.42,3,Product quality acceptable.,,,,,
CUST_0161,3/5/2025 8:12,579.68,3,Average service.,,,,,
CUST_0289,5/27/2025 21:38,190.19,3,Delivery was very late.,,,,,
CUST_0135,4/14/2025 6:30,439.62,3,Great experience overall.,,,,,
CUST_0401,2/8/2025 7:49,437.42,3,Neutral experience.,,,,,
CUST_0128,5/3/2025 19:46,298.31,3,Wrong items delivered.,,,,,
CUST_0033,6/7/2025 6:10,464.66,3,Good quality products.,,,,,
CUST_0443,6/7/2025 2:40,357.42,3,Delivery was okay.,,,,,
CUST_0371,5/17/2025 13:10,354.6,3,Product quality acceptable.,,,,,
CUST_0022,6/2/2025 18:54,355.81,3,Delivery was very late.,,,,,
CUST_0277,2/4/2025 11:19,495.3,3,Great experience overall.,,,,,
CUST_0367,4/7/2025 14:33,529.05,3,Neutral experience.,,,,,
CUST_0481,7/20/2025 18:50,415.81,3,Very bad experience.,,,,,
CUST_0453,6/5/2025 11:02,292.14,3,Very fast delivery.,,,,,
CUST_0035,2/14/2025 13:01,186.6,3,Average service.,,,,,
CUST_0017,4/3/2025 21:59,394.22,3,Poor packaging.,,,,,
CUST_0046,2/5/2025 0:39,516.1,3,Delivery was okay.,,,,,
CUST_0099,5/29/2025 13:15,400.33,3,Loved the discounts.,,,,,
CUST_0233,5/5/2025 8:00,378.02,3,Very fast delivery.,,,,,
CUST_0349,3/29/2025 21:19,352.92,3,Customer support unhelpful.,,,,,
CUST_0497,2/28/2025 10:36,349.3,3,User friendly app.,,,,,
CUST_0302,7/25/2025 4:11,393.45,3,User friendly app.,,,,,
CUST_0323,7/21/2025 17:22,339.63,3,Great experience overall.,,,,,
CUST_0128,7/22/2025 5:19,249.99,3,Neutral experience.,,,,,
CUST_0490,6/4/2025 22:07,480.58,3,Very bad experience.,,,,,
CUST_0431,3/5/2025 0:18,440.94,3,Very fast delivery.,,,,,
CUST_0342,3/3/2025 15:13,245.5,3,Nothing special.,,,,,
CUST_0155,7/19/2025 15:12,315.84,3,Delivery was okay.,,,,,
CUST_0247,5/21/2025 13:09,492.52,3,Neutral experience.,,,,,
CUST_0306,7/6/2025 20:28,201.39,3,Wrong items delivered.,,,,,
CUST_0288,3/11/2025 12:30,397,3,Delivery was okay.,,,,,
CUST_0342,3/8/2025 19:03,540.57,3,App glitches caused trouble.,,,,,
CUST_0125,6/17/2025 8:14,217.07,3,Loved the discounts.,,,,,
CUST_0058,7/2/2025 15:48,470.46,3,Delivery was okay.,,,,,
CUST_0305,3/22/2025 23:18,283.23,3,Nothing special.,,,,,
CUST_0180,5/11/2025 6:09,174.71,3,Product quality acceptable.,,,,,
CUST_0271,4/10/2025 14:48,193.75,3,Nothing special.,,,,,
CUST_0491,5/30/2025 20:16,492.18,3,Poor packaging.,,,,,
CUST_0481,7/10/2025 10:09,111.12,3,Average service.,,,,,
CUST_0492,4/8/2025 9:53,101.37,3,Neutral experience.,,,,,
CUST_0355,2/27/2025 20:07,399.74,3,Poor packaging.,,,,,
CUST_0424,3/16/2025 2:21,261.57,3,Excellent service!,,,,,
CUST_0308,4/11/2025 1:22,413.63,3,User friendly app.,,,,,
CUST_0144,7/22/2025 1:37,352.43,3,Average service.,,,,,
CUST_0124,6/30/2025 11:57,400.05,3,Average service.,,,,,
CUST_0145,7/8/2025 22:15,595.14,3,Poor packaging.,,,,,
CUST_0120,2/12/2025 16:15,343.22,3,Delivery was okay.,,,,,
CUST_0474,3/4/2025 0:52,502.73,3,Very fast delivery.,,,,,
CUST_0117,2/16/2025 11:37,514.93,3,Delivery was okay.,,,,,
CUST_0318,6/22/2025 3:32,374.93,3,User friendly app.,,,,,
CUST_0393,2/2/2025 8:00,493.57,3,Average service.,,,,,
CUST_0058,3/27/2025 5:34,367.42,3,User friendly app.,,,,,
CUST_0001,4/27/2025 4:51,413.28,3,Average service.,,,,,
CUST_0126,7/8/2025 13:05,468.29,3,Product quality acceptable.,,,,,
CUST_0048,7/30/2025 13:08,230.78,3,Nothing special.,,,,,
CUST_0189,5/21/2025 15:53,412.74,3,Average service.,,,,,
CUST_0069,6/16/2025 20:33,273.38,3,Wrong items delivered.,,,,,
CUST_0462,6/29/2025 8:27,281.41,3,Loved the discounts.,,,,,
CUST_0220,5/26/2025 6:15,186.08,3,Product quality acceptable.,,,,,
CUST_0400,7/5/2025 21:13,338.99,3,Very bad experience.,,,,,
CUST_0218,4/27/2025 4:54,320.71,3,User friendly app.,,,,,
CUST_0474,6/10/2025 20:53,295.99,3,Delivery was very late.,,,,,
CUST_0010,2/21/2025 9:12,477.77,3,Nothing special.,,,,,
CUST_0246,5/24/2025 8:16,463.62,3,Excellent service!,,,,,
CUST_0100,6/9/2025 1:59,356.94,3,Delivery was okay.,,,,,
CUST_0250,7/27/2025 14:16,399.1,3,Delivery was okay.,,,,,
CUST_0442,4/10/2025 11:00,394.61,3,Product quality acceptable.,,,,,
CUST_0325,4/28/2025 10:00,489.89,3,User friendly app.,,,,,
CUST_0497,2/5/2025 4:29,487.12,3,Great experience overall.,,,,,
CUST_0384,3/10/2025 14:31,441.98,3,Neutral experience.,,,,,
CUST_0475,6/16/2025 7:24,526.13,3,Good quality products.,,,,,
CUST_0163,6/2/2025 22:49,367.01,3,Delivery was very late.,,,,,
CUST_0445,7/10/2025 15:31,405.26,3,Neutral experience.,,,,,
CUST_0179,3/4/2025 1:10,350.2,3,Excellent service!,,,,,
CUST_0427,2/10/2025 14:16,96.43,3,Delivery was okay.,,,,,
CUST_0065,7/8/2025 19:20,319.23,3,Customer support unhelpful.,,,,,
CUST_0417,7/22/2025 18:45,396.8,3,Poor packaging.,,,,,
